,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceTime,DayOfWeek,InvoiceHour,DayPeriod
184,538166,22405,MONEY BOX POCKET MONEY DESIGN,6,2010-12-09 18:09:00,1.25,17965,United Kingdom,7.5,2010,12,9,18:09:00,Thursday,18,Afternoon
186,538183,20798,CLEAR MILKSHAKE GLASS,12,2010-12-10 10:21:00,2.1,16265,United Kingdom,25.200000000000003,2010,12,10,10:21:00,Friday,10,Morning
188,538198,21867,PINK UNION JACK  LUGGAGE TAG,3,2010-12-10 11:01:00,1.25,17827,United Kingdom,3.75,2010,12,10,11:01:00,Friday,11,Morning
189,538198,85231B,CINAMMON SET OF 9 T-LIGHTS,6,2010-12-10 11:01:00,0.85,17827,United Kingdom,5.1,2010,12,10,11:01:00,Friday,11,Morning
190,538207,21174,POTTERING IN THE SHED METAL SIGN,1,2010-12-10 11:33:00,1.95,12748,United Kingdom,1.95,2010,12,10,11:33:00,Friday,11,Morning
191,538208,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-12-10 11:39:00,4.95,14037,United Kingdom,4.95,2010,12,10,11:39:00,Friday,11,Morning
192,538250,22694,WICKER STAR ,2,2010-12-10 12:20:00,2.1,18118,United Kingdom,4.2,2010,12,10,12:20:00,Friday,12,Morning
193,538255,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-10 12:33:00,2.1,14911,EIRE,25.200000000000003,2010,12,10,12:33:00,Friday,12,Morning
196,538260,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2010-12-10 12:42:00,2.1,18178,United Kingdom,12.600000000000001,2010,12,10,12:42:00,Friday,12,Morning
198,538368,22532,MAGIC DRAWING SLATE LEAP FROG ,1,2010-12-12 10:57:00,0.42,15503,United Kingdom,0.42,2010,12,12,10:57:00,Sunday,10,Morning
199,538369,21481,FAWN BLUE HOT WATER BOTTLE,4,2010-12-12 11:06:00,2.95,17251,United Kingdom,11.8,2010,12,12,11:06:00,Sunday,11,Morning
200,538369,22454,MEASURING TAPE BABUSHKA RED,3,2010-12-12 11:06:00,2.95,17251,United Kingdom,8.850000000000001,2010,12,12,11:06:00,Sunday,11,Morning
201,538370,22699,ROSES REGENCY TEACUP AND SAUCER ,3,2010-12-12 11:06:00,2.95,16923,United Kingdom,8.850000000000001,2010,12,12,11:06:00,Sunday,11,Morning
202,538378,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-12 11:26:00,4.95,14577,United Kingdom,14.850000000000001,2010,12,12,11:26:00,Sunday,11,Morning
203,538379,21592,RETROSPOT CIGAR BOX MATCHES ,1,2010-12-12 11:26:00,1.25,17126,United Kingdom,1.25,2010,12,12,11:26:00,Sunday,11,Morning
205,538403,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2010-12-12 11:46:00,2.95,17211,United Kingdom,11.8,2010,12,12,11:46:00,Sunday,11,Morning
206,538418,20751,FUNKY WASHING UP GLOVES ASSORTED,3,2010-12-12 12:00:00,2.1,17372,United Kingdom,6.300000000000001,2010,12,12,12:00:00,Sunday,12,Morning
207,538419,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-12-12 12:01:00,1.25,16367,United Kingdom,15.0,2010,12,12,12:01:00,Sunday,12,Morning
208,538437,72127,COLUMBIAN CANDLE ROUND ,2,2010-12-12 12:18:00,1.25,16010,United Kingdom,2.5,2010,12,12,12:18:00,Sunday,12,Morning
209,538497,20981,12 PENCILS TALL TUBE WOODLAND,1,2010-12-12 12:44:00,0.85,14684,United Kingdom,0.85,2010,12,12,12:44:00,Sunday,12,Morning
210,538504,22696,WICKER WREATH LARGE,2,2010-12-12 13:01:00,1.95,16011,United Kingdom,3.9,2010,12,12,13:01:00,Sunday,13,Afternoon
211,538509,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2010-12-12 13:37:00,1.65,14413,United Kingdom,1.65,2010,12,12,13:37:00,Sunday,13,Afternoon
212,538513,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4,2010-12-12 14:21:00,0.85,15454,United Kingdom,3.4,2010,12,12,14:21:00,Sunday,14,Afternoon
213,538517,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-12 16:05:00,3.75,17618,United Kingdom,3.75,2010,12,12,16:05:00,Sunday,16,Afternoon
214,538518,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-12-12 16:14:00,4.95,14505,United Kingdom,9.9,2010,12,12,16:14:00,Sunday,16,Afternoon
215,538518,22973,CHILDREN'S CIRCUS PARADE MUG,6,2010-12-12 16:14:00,1.65,14505,United Kingdom,9.899999999999999,2010,12,12,16:14:00,Sunday,16,Afternoon
217,538533,22295,HEART FILIGREE DOVE LARGE,24,2010-12-13 10:31:00,1.65,14796,United Kingdom,39.599999999999994,2010,12,13,10:31:00,Monday,10,Morning
218,538558,22467,GUMBALL COAT RACK,1,2010-12-13 10:58:00,2.55,13069,United Kingdom,2.55,2010,12,13,10:58:00,Monday,10,Morning
219,538597,16216,LETTER SHAPE PENCIL SHARPENER,10,2010-12-13 12:26:00,0.16,15555,United Kingdom,1.6,2010,12,13,12:26:00,Monday,12,Morning
220,538626,20977,36 PENCILS TUBE WOODLAND,3,2010-12-13 12:57:00,1.25,17338,United Kingdom,3.75,2010,12,13,12:57:00,Monday,12,Morning
221,538629,22933,BAKING MOULD EASTER EGG MILK CHOC,1,2010-12-13 13:10:00,2.95,17799,United Kingdom,2.95,2010,12,13,13:10:00,Monday,13,Afternoon
222,538630,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-12-13 13:25:00,1.95,14565,United Kingdom,19.5,2010,12,13,13:25:00,Monday,13,Afternoon
223,538634,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2010-12-13 13:28:00,1.65,14085,United Kingdom,16.5,2010,12,13,13:28:00,Monday,13,Afternoon
225,538645,22630,DOLLY GIRL LUNCH BOX,12,2010-12-13 14:52:00,1.95,13269,United Kingdom,23.4,2010,12,13,14:52:00,Monday,14,Afternoon
226,538651,21244,BLUE POLKADOT PLATE ,1,2010-12-13 15:07:00,1.69,15311,United Kingdom,1.69,2010,12,13,15:07:00,Monday,15,Afternoon
227,538653,22961,JAM MAKING SET PRINTED,24,2010-12-13 15:12:00,1.45,13089,United Kingdom,34.8,2010,12,13,15:12:00,Monday,15,Afternoon
228,538662,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,24,2010-12-13 15:44:00,1.25,15159,United Kingdom,30.0,2010,12,13,15:44:00,Monday,15,Afternoon
232,538710,21666,RIDGED GLASS T-LIGHT HOLDER,12,2010-12-14 10:48:00,0.65,18075,United Kingdom,7.800000000000001,2010,12,14,10:48:00,Tuesday,10,Morning
233,538795,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-12-14 11:42:00,1.25,13267,United Kingdom,30.0,2010,12,14,11:42:00,Tuesday,11,Morning
234,538808,22563,HAPPY STENCIL CRAFT,6,2010-12-14 12:11:00,1.25,14057,United Kingdom,7.5,2010,12,14,12:11:00,Tuesday,12,Morning
235,538809,21790,VINTAGE SNAP CARDS,24,2010-12-14 12:17:00,0.85,15514,United Kingdom,20.4,2010,12,14,12:17:00,Tuesday,12,Morning
236,538811,22502,PICNIC BASKET WICKER SMALL,8,2010-12-14 12:22:00,5.95,13178,United Kingdom,47.6,2010,12,14,12:22:00,Tuesday,12,Morning
237,538814,22523,CHILDS GARDEN FORK PINK,1,2010-12-14 12:30:00,0.85,15983,United Kingdom,0.85,2010,12,14,12:30:00,Tuesday,12,Morning
238,538816,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-14 12:35:00,4.95,16812,United Kingdom,14.850000000000001,2010,12,14,12:35:00,Tuesday,12,Morning
239,538827,22041,"RECORD FRAME 7"" SINGLE SIZE ",24,2010-12-14 12:59:00,2.1,14298,United Kingdom,50.400000000000006,2010,12,14,12:59:00,Tuesday,12,Morning
240,538827,84509E,SET OF 4 CAROUSEL PLACEMATS ,24,2010-12-14 12:59:00,1.25,14298,United Kingdom,30.0,2010,12,14,12:59:00,Tuesday,12,Morning
243,538844,22384,LUNCH BAG PINK POLKADOT,20,2010-12-14 13:19:00,1.65,14680,United Kingdom,33.0,2010,12,14,13:19:00,Tuesday,13,Afternoon
244,538849,21314,SMALL GLASS HEART TRINKET POT,4,2010-12-14 13:31:00,2.1,14415,United Kingdom,8.4,2010,12,14,13:31:00,Tuesday,13,Afternoon
245,538866,21137,BLACK RECORD COVER FRAME,7,2010-12-14 14:40:00,3.75,17841,United Kingdom,26.25,2010,12,14,14:40:00,Tuesday,14,Afternoon
246,538879,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-14 15:50:00,1.25,15392,United Kingdom,15.0,2010,12,14,15:50:00,Tuesday,15,Afternoon
247,538901,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-12-15 09:58:00,4.95,17629,United Kingdom,29.700000000000003,2010,12,15,09:58:00,Wednesday,9,Morning
249,538917,22082,RIBBON REEL STRIPES DESIGN ,5,2010-12-15 10:57:00,1.65,17449,United Kingdom,8.25,2010,12,15,10:57:00,Wednesday,10,Morning
250,538917,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2010-12-15 10:57:00,1.49,17449,United Kingdom,1.49,2010,12,15,10:57:00,Wednesday,10,Morning
251,538917,22575,METAL MERRY CHRISTMAS WREATH,4,2010-12-15 10:57:00,1.95,17449,United Kingdom,7.8,2010,12,15,10:57:00,Wednesday,10,Morning
252,538967,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2010-12-15 11:32:00,0.42,13495,United Kingdom,10.08,2010,12,15,11:32:00,Wednesday,11,Morning
253,538993,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,12,2010-12-15 12:01:00,1.25,15512,United Kingdom,15.0,2010,12,15,12:01:00,Wednesday,12,Morning
254,538995,22083,PAPER CHAIN KIT RETROSPOT,24,2010-12-15 12:05:00,2.95,13458,United Kingdom,70.80000000000001,2010,12,15,12:05:00,Wednesday,12,Morning
256,538999,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2010-12-15 12:09:00,2.1,16003,United Kingdom,12.600000000000001,2010,12,15,12:09:00,Wednesday,12,Morning
258,539004,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,24,2010-12-15 12:43:00,4.25,13426,United Kingdom,102.0,2010,12,15,12:43:00,Wednesday,12,Morning
259,539014,21818,GLITTER CHRISTMAS HEART ,10,2010-12-15 13:37:00,0.85,17692,United Kingdom,8.5,2010,12,15,13:37:00,Wednesday,13,Afternoon
260,539030,22837,HOT WATER BOTTLE BABUSHKA ,12,2010-12-15 14:25:00,4.65,13089,United Kingdom,55.800000000000004,2010,12,15,14:25:00,Wednesday,14,Afternoon
262,539034,22745,POPPY'S PLAYHOUSE BEDROOM ,3,2010-12-15 14:29:00,2.1,16161,United Kingdom,6.300000000000001,2010,12,15,14:29:00,Wednesday,14,Afternoon
263,539041,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,24,2010-12-15 15:34:00,0.5,15456,United Kingdom,12.0,2010,12,15,15:34:00,Wednesday,15,Afternoon
264,539041,21175,GIN + TONIC DIET METAL SIGN,3,2010-12-15 15:34:00,2.1,15456,United Kingdom,6.300000000000001,2010,12,15,15:34:00,Wednesday,15,Afternoon
265,539041,82600,NO SINGING METAL SIGN,4,2010-12-15 15:34:00,2.1,15456,United Kingdom,8.4,2010,12,15,15:34:00,Wednesday,15,Afternoon
266,539042,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-12-15 15:37:00,1.25,15062,United Kingdom,15.0,2010,12,15,15:37:00,Wednesday,15,Afternoon
267,539042,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-15 15:37:00,1.45,15062,United Kingdom,17.4,2010,12,15,15:37:00,Wednesday,15,Afternoon
268,539046,85061W,WHITE JEWELLED HEART DECORATION,8,2010-12-15 15:50:00,0.85,17980,United Kingdom,6.8,2010,12,15,15:50:00,Wednesday,15,Afternoon
269,539050,22759,SET OF 3 NOTEBOOKS IN PARCEL,2,2010-12-15 16:21:00,1.65,12577,France,3.3,2010,12,15,16:21:00,Wednesday,16,Afternoon
270,539053,22095,LADS ONLY TISSUE BOX,1,2010-12-15 16:32:00,1.25,16725,United Kingdom,1.25,2010,12,15,16:32:00,Wednesday,16,Afternoon
271,539077,22360,GLASS JAR ENGLISH CONFECTIONERY,24,2010-12-16 08:05:00,2.55,13089,United Kingdom,61.199999999999996,2010,12,16,08:05:00,Thursday,8,Morning
272,539095,22931,BAKING MOULD HEART WHITE CHOCOLATE,12,2010-12-16 10:18:00,2.55,16037,United Kingdom,30.599999999999998,2010,12,16,10:18:00,Thursday,10,Morning
275,539118,21918,SET 12 KIDS COLOUR  CHALK STICKS,12,2010-12-16 11:27:00,0.42,15563,United Kingdom,5.04,2010,12,16,11:27:00,Thursday,11,Morning
276,539211,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-12-16 12:15:00,1.65,16743,United Kingdom,19.799999999999997,2010,12,16,12:15:00,Thursday,12,Morning
277,539247,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,12,2010-12-16 13:33:00,1.25,15311,United Kingdom,15.0,2010,12,16,13:33:00,Thursday,13,Afternoon
279,539259,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-12-16 14:32:00,1.65,13050,United Kingdom,19.799999999999997,2010,12,16,14:32:00,Thursday,14,Afternoon
280,539261,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-12-16 14:34:00,0.42,15620,United Kingdom,10.08,2010,12,16,14:34:00,Thursday,14,Afternoon
281,539281,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2010-12-16 15:45:00,0.85,18176,United Kingdom,10.2,2010,12,16,15:45:00,Thursday,15,Afternoon
282,539282,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-16 15:45:00,0.85,16770,United Kingdom,20.4,2010,12,16,15:45:00,Thursday,15,Afternoon
283,539286,20979,36 PENCILS TUBE RED RETROSPOT,16,2010-12-16 16:05:00,1.25,14735,United Kingdom,20.0,2010,12,16,16:05:00,Thursday,16,Afternoon
284,539317,21981,PACK OF 12 WOODLAND TISSUES ,1,2010-12-16 19:04:00,0.29,17392,United Kingdom,0.29,2010,12,16,19:04:00,Thursday,19,Evening
285,539322,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2010-12-16 19:22:00,1.45,14713,United Kingdom,5.8,2010,12,16,19:22:00,Thursday,19,Evening
286,539328,22083,PAPER CHAIN KIT RETROSPOT,6,2010-12-17 09:37:00,2.95,13854,United Kingdom,17.700000000000003,2010,12,17,09:37:00,Friday,9,Morning
288,539353,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-12-17 11:30:00,2.95,12782,Portugal,17.700000000000003,2010,12,17,11:30:00,Friday,11,Morning
289,539379,22470,HEART OF WICKER LARGE,6,2010-12-17 11:43:00,2.95,15780,United Kingdom,17.700000000000003,2010,12,17,11:43:00,Friday,11,Morning
290,539404,21260,FIRST AID TIN,1,2010-12-17 12:24:00,3.25,17315,United Kingdom,3.25,2010,12,17,12:24:00,Friday,12,Morning
291,539405,85205B,PINK FELT EASTER RABBIT GARLAND,12,2010-12-17 12:38:00,2.55,12621,Germany,30.599999999999998,2010,12,17,12:38:00,Friday,12,Morning
292,539416,22047,EMPIRE GIFT WRAP,25,2010-12-17 13:56:00,0.42,17888,United Kingdom,10.5,2010,12,17,13:56:00,Friday,13,Afternoon
293,539421,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-17 14:21:00,2.95,14016,EIRE,17.700000000000003,2010,12,17,14:21:00,Friday,14,Afternoon
295,539439,22988,SOLDIERS EGG CUP ,12,2010-12-17 15:14:00,1.25,13869,United Kingdom,15.0,2010,12,17,15:14:00,Friday,15,Afternoon
296,539444,22398,MAGNETS PACK OF 4 SWALLOWS,12,2010-12-17 15:52:00,1.25,14146,United Kingdom,15.0,2010,12,17,15:52:00,Friday,15,Afternoon
297,539464,22962,JAM JAR WITH PINK LID,3,2010-12-19 11:35:00,0.85,17913,United Kingdom,2.55,2010,12,19,11:35:00,Sunday,11,Morning
300,539469,22272,FELTCRAFT DOLL MARIA,1,2010-12-19 13:59:00,2.95,17841,United Kingdom,2.95,2010,12,19,13:59:00,Sunday,13,Afternoon
301,539469,22710,WRAP I LOVE LONDON ,25,2010-12-19 13:59:00,0.42,17841,United Kingdom,10.5,2010,12,19,13:59:00,Sunday,13,Afternoon
302,539475,21352,EUCALYPTUS & PINECONE  WREATH,1,2010-12-19 14:41:00,6.75,16686,United Kingdom,6.75,2010,12,19,14:41:00,Sunday,14,Afternoon
305,539580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-20 12:51:00,2.95,15312,United Kingdom,35.400000000000006,2010,12,20,12:51:00,Monday,12,Morning
307,539607,22970,LONDON BUS COFFEE MUG,18,2010-12-20 14:10:00,2.55,12681,France,45.9,2010,12,20,14:10:00,Monday,14,Afternoon
308,539639,22616,PACK OF 12 LONDON TISSUES ,3,2010-12-20 15:26:00,0.29,14083,United Kingdom,0.8699999999999999,2010,12,20,15:26:00,Monday,15,Afternoon
309,539647,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2010-12-20 16:08:00,1.95,15460,United Kingdom,1.95,2010,12,20,16:08:00,Monday,16,Afternoon
310,539659,22667,RECIPE BOX RETROSPOT ,1,2010-12-21 09:47:00,2.95,15034,United Kingdom,2.95,2010,12,21,09:47:00,Tuesday,9,Morning
311,539662,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-21 10:18:00,4.65,14135,United Kingdom,37.2,2010,12,21,10:18:00,Tuesday,10,Morning
312,539663,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2010-12-21 10:26:00,2.95,17961,United Kingdom,5.9,2010,12,21,10:26:00,Tuesday,10,Morning
313,539728,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2010-12-21 14:26:00,4.95,16270,United Kingdom,14.850000000000001,2010,12,21,14:26:00,Tuesday,14,Afternoon
314,539730,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-12-21 14:54:00,1.95,13487,United Kingdom,19.5,2010,12,21,14:54:00,Tuesday,14,Afternoon
315,539754,22498,WOODEN REGATTA BUNTING,1,2010-12-21 16:06:00,5.95,12748,United Kingdom,5.95,2010,12,21,16:06:00,Tuesday,16,Afternoon
316,539766,22960,JAM MAKING SET WITH JARS,6,2010-12-22 11:11:00,4.25,14092,United Kingdom,25.5,2010,12,22,11:11:00,Wednesday,11,Morning
317,539829,82613D,METAL SIGN CUPCAKE SINGLE HOOK,20,2010-12-22 12:47:00,0.42,12734,France,8.4,2010,12,22,12:47:00,Wednesday,12,Morning
318,539831,85049G,CHOCOLATE BOX RIBBONS ,1,2010-12-22 13:17:00,1.25,14606,United Kingdom,1.25,2010,12,22,13:17:00,Wednesday,13,Afternoon
319,539953,85018D,YULETIDE IMAGES S/6 PAPER BOXES,1,2010-12-23 12:03:00,2.55,12748,United Kingdom,2.55,2010,12,23,12:03:00,Thursday,12,Morning
320,539982,21832,CHOCOLATE CALCULATOR,1,2010-12-23 14:40:00,1.65,15311,United Kingdom,1.65,2010,12,23,14:40:00,Thursday,14,Afternoon
321,539993,22458,CAST IRON HOOK GARDEN FORK,8,2011-01-04 10:00:00,2.55,13313,United Kingdom,20.4,2011,1,4,10:00:00,Tuesday,10,Morning
322,540005,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-01-04 10:38:00,1.25,17315,United Kingdom,15.0,2011,1,4,10:38:00,Tuesday,10,Morning
323,540014,21947,SET OF 6 HEART CHOPSTICKS,2,2011-01-04 11:34:00,1.25,14606,United Kingdom,2.5,2011,1,4,11:34:00,Tuesday,11,Morning
324,540015,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-01-04 11:40:00,3.75,13319,United Kingdom,15.0,2011,1,4,11:40:00,Tuesday,11,Morning
327,540031,82551,LAUNDRY 15C METAL SIGN,4,2011-01-04 13:50:00,1.45,17975,United Kingdom,5.8,2011,1,4,13:50:00,Tuesday,13,Afternoon
329,540060,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-01-04 14:40:00,3.95,14732,United Kingdom,15.8,2011,1,4,14:40:00,Tuesday,14,Afternoon
330,540073,21754,HOME BUILDING BLOCK WORD,18,2011-01-04 14:47:00,5.45,16814,United Kingdom,98.10000000000001,2011,1,4,14:47:00,Tuesday,14,Afternoon
331,540098,22084,PAPER CHAIN KIT EMPIRE,2,2011-01-04 15:50:00,2.95,16241,United Kingdom,5.9,2011,1,4,15:50:00,Tuesday,15,Afternoon
332,540157,21670,BLUE SPOT CERAMIC DRAWER KNOB,1,2011-01-05 11:41:00,1.25,15311,United Kingdom,1.25,2011,1,5,11:41:00,Wednesday,11,Morning
334,540161,37370,RETRO COFFEE MUGS ASSORTED,4,2011-01-05 11:52:00,1.25,16719,United Kingdom,5.0,2011,1,5,11:52:00,Wednesday,11,Morning
335,540163,22037,ROBOT BIRTHDAY CARD,12,2011-01-05 11:52:00,0.42,13089,United Kingdom,5.04,2011,1,5,11:52:00,Wednesday,11,Morning
339,540178,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-01-05 12:42:00,0.65,12681,France,15.600000000000001,2011,1,5,12:42:00,Wednesday,12,Morning
340,540183,20685,DOORMAT RED RETROSPOT,10,2011-01-05 13:37:00,6.75,15093,United Kingdom,67.5,2011,1,5,13:37:00,Wednesday,13,Afternoon
341,540183,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-05 13:37:00,0.42,15093,United Kingdom,5.04,2011,1,5,13:37:00,Wednesday,13,Afternoon
342,540240,16225,RATTLE SNAKE EGGS,24,2011-01-05 15:09:00,0.42,17585,United Kingdom,10.08,2011,1,5,15:09:00,Wednesday,15,Afternoon
343,540240,85054,FRENCH ENAMEL POT W LID,12,2011-01-05 15:09:00,1.25,17585,United Kingdom,15.0,2011,1,5,15:09:00,Wednesday,15,Afternoon
344,540242,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-01-05 15:30:00,1.25,15046,United Kingdom,30.0,2011,1,5,15:30:00,Wednesday,15,Afternoon
345,540247,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,2011-01-05 15:56:00,2.1,15464,United Kingdom,2.1,2011,1,5,15:56:00,Wednesday,15,Afternoon
348,540278,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-01-06 12:31:00,1.25,15719,United Kingdom,1.25,2011,1,6,12:31:00,Thursday,12,Morning
349,540278,21329,DINOSAURS  WRITING SET ,1,2011-01-06 12:31:00,1.65,15719,United Kingdom,1.65,2011,1,6,12:31:00,Thursday,12,Morning
350,540278,22077,6 RIBBONS RUSTIC CHARM,4,2011-01-06 12:31:00,1.65,15719,United Kingdom,6.6,2011,1,6,12:31:00,Thursday,12,Morning
351,540316,85059,FRENCH ENAMEL WATER BASIN,8,2011-01-06 13:00:00,1.25,16676,United Kingdom,10.0,2011,1,6,13:00:00,Thursday,13,Afternoon
353,540357,22334,DINOSAUR PARTY BAG + STICKER SET,8,2011-01-06 15:14:00,1.65,13093,United Kingdom,13.2,2011,1,6,15:14:00,Thursday,15,Afternoon
354,540373,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-01-06 17:10:00,4.95,13280,United Kingdom,4.95,2011,1,6,17:10:00,Thursday,17,Afternoon
355,540373,84378,SET OF 3 HEART COOKIE CUTTERS,3,2011-01-06 17:10:00,1.25,13280,United Kingdom,3.75,2011,1,6,17:10:00,Thursday,17,Afternoon
356,540402,15056N,EDWARDIAN PARASOL NATURAL,3,2011-01-07 09:31:00,5.95,16567,United Kingdom,17.85,2011,1,7,09:31:00,Friday,9,Morning
357,540410,22090,PAPER BUNTING RETROSPOT,6,2011-01-07 10:04:00,2.95,12530,Germany,17.700000000000003,2011,1,7,10:04:00,Friday,10,Morning
359,540458,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,2011-01-07 12:28:00,1.25,12501,Germany,15.0,2011,1,7,12:28:00,Friday,12,Morning
361,540469,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-01-07 14:04:00,0.65,12484,Spain,5.2,2011,1,7,14:04:00,Friday,14,Afternoon
362,540473,22727,ALARM CLOCK BAKELIKE RED ,2,2011-01-07 14:31:00,3.75,17284,United Kingdom,7.5,2011,1,7,14:31:00,Friday,14,Afternoon
363,540473,84989A,75 GREEN FAIRY CAKE CASES,3,2011-01-07 14:31:00,0.55,17284,United Kingdom,1.6500000000000001,2011,1,7,14:31:00,Friday,14,Afternoon
365,540480,22449,SILK PURSE BABUSHKA PINK,6,2011-01-07 15:27:00,3.35,12480,Germany,20.1,2011,1,7,15:27:00,Friday,15,Afternoon
366,540482,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-01-07 15:48:00,3.75,14672,United Kingdom,3.75,2011,1,7,15:48:00,Friday,15,Afternoon
367,540489,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-01-07 16:32:00,1.25,13593,United Kingdom,15.0,2011,1,7,16:32:00,Friday,16,Afternoon
368,540489,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-01-07 16:32:00,2.55,13593,United Kingdom,15.299999999999999,2011,1,7,16:32:00,Friday,16,Afternoon
370,540501,22342,HOME GARLAND PAINTED ZINC ,24,2011-01-09 10:43:00,0.85,13162,United Kingdom,20.4,2011,1,9,10:43:00,Sunday,10,Morning
372,540501,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,12,2011-01-09 10:43:00,0.85,13162,United Kingdom,10.2,2011,1,9,10:43:00,Sunday,10,Morning
373,540502,22680,FRENCH BLUE METAL DOOR SIGN 5,10,2011-01-09 10:50:00,1.25,13183,United Kingdom,12.5,2011,1,9,10:50:00,Sunday,10,Morning
374,540509,22745,POPPY'S PLAYHOUSE BEDROOM ,5,2011-01-09 11:27:00,2.1,14800,United Kingdom,10.5,2011,1,9,11:27:00,Sunday,11,Morning
375,540515,22117,METAL SIGN HER DINNER IS SERVED ,2,2011-01-09 11:54:00,2.95,15059,United Kingdom,5.9,2011,1,9,11:54:00,Sunday,11,Morning
376,540520,22834,HAND WARMER BABUSHKA DESIGN,2,2011-01-09 12:31:00,2.1,17555,United Kingdom,4.2,2011,1,9,12:31:00,Sunday,12,Morning
377,540522,22494,EMERGENCY FIRST AID TIN ,12,2011-01-09 12:50:00,1.25,13102,United Kingdom,15.0,2011,1,9,12:50:00,Sunday,12,Morning
378,540525,82583,HOT BATHS METAL SIGN,12,2011-01-09 13:02:00,2.1,16833,United Kingdom,25.200000000000003,2011,1,9,13:02:00,Sunday,13,Afternoon
379,540528,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,2011-01-09 13:50:00,1.25,17800,United Kingdom,3.75,2011,1,9,13:50:00,Sunday,13,Afternoon
380,540532,21974,SET OF 36 PAISLEY FLOWER DOILIES,2,2011-01-09 14:11:00,1.45,14702,United Kingdom,2.9,2011,1,9,14:11:00,Sunday,14,Afternoon
381,540550,47594B,SCOTTIES DESIGN WASHBAG,6,2011-01-10 09:11:00,1.95,12539,Spain,11.7,2011,1,10,09:11:00,Monday,9,Morning
382,540552,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-01-10 09:44:00,2.1,16350,United Kingdom,12.600000000000001,2011,1,10,09:44:00,Monday,9,Morning
383,540554,21754,HOME BUILDING BLOCK WORD,3,2011-01-10 09:55:00,5.95,18171,United Kingdom,17.85,2011,1,10,09:55:00,Monday,9,Morning
